id,mahkeme,daire,esas,karar,tarih,group,domain,era,compositeScore,uniquenessScore,qualityScore,sourceScore,ratioOzeti
"435840100","Yargıtay","Büyük Genel Kurulu","2014/10","2014/23","21.11.2014","yibk","usul_hukuk","y2010_2019","0.862","0.902","0.74","1","Başkanlığı’na yazdığı 31.01.2012 tarihli yazıda Daire’nin mevcut durumu ve tetkik hakimleri sayısı hakkında bilgi verdikten sonra davacı hakkında “Dairemizin Tetkik Hakimlerinden Hilal Hazinedaroglu 10 yıldan beri görev yapmakta olduğu Dairemizde kendisine verilen işleri anlayıp kavramakta güçlük çektiği ve her geçen zaman içinde bu durumun ağırlaştığı bir gerçektir. Azınlıkta kalan üyelerden bir kısmı, kişisel kusura dayalı açılan eldeki davada, dava konusu yazıda kullanılan"
"77134100","Yargıtay","Hukuk Genel Kurulu","2013/206","2013/1500","30.10.2013","hgk","is_sgk","y2010_2019","0.862","0.786","0.849","0.95","Davacı vekili, davacının uzun süre işveren nezdinde çalıştığını, 30.06.2011 tarihinde iş sözleşmesine son verildiğini, çalıştığı döneme ilişkin fazla mesai alacaklarının ödenmediğini bildirerek ek davasındaki miktarlarla birlikte 32.219,38 TL fazla mesai alacağının en yüksek mevduat faiziyle birlikte davalıdan alınarak davacıya verilmesine karar verilmesini talep etmiştir. Davalı vekili, davacının fazla çalışma ücreti alacağının bulunmadığını, fazla çalışma yapılmasının yetki"
"77455800","Yargıtay","Hukuk Genel Kurulu","2013/412","2013/1708","25.12.2013","hgk","is_sgk","y2010_2019","0.862","0.822","0.828","0.95","maddesinde tarafların tacir olup olmadıklarına bakılmaksızın 6098 sayılı Türk Borçlar Kanunu'nun rekabet yasağına ilişkin 444 ve 447 maddelerinde öngörülen hususlardan doğan hukuk davalarının ticari dava olduğu ve 5 maddesinde de aksine hüküm bulunmadıkça, dava olunan şeyin değerine veya tutarına bakılmaksızın asliye ticaret mahkemesi tüm ticari davalara bakmakla görevli olduğu kabul edilmiştir. Bu konuda, öncelikle rekabet kavramı ve genel olarak rekabete ilişkin yasal düzen"
"77063800","Yargıtay","Hukuk Genel Kurulu","2011/226","2011/412","15.06.2011","hgk","esya_tapu","y2010_2019","0.862","0.846","0.815","0.95","Taraflar dışındaki kişiler, ilke olarak kesin hükme karşı yargılamanın iadesi yoluna başvuramaz. Önemle vurgulanmalıdır ki, ilke olarak, kesin hükme bağlanmış bir davaya yeniden bakılamaz."
"76993500","Yargıtay","Hukuk Genel Kurulu","2011/164","2011/245","29.04.2011","hgk","miras","y2010_2019","0.862","0.758","0.865","0.95","Davacılar vekilinin temyizi üzerine Özel Dairece: 
""&hellip;Paylı mülkiyet halindeki taşınmazın paydaşı payını karı-kocaya evlada veyahut akrabaya temlik ederse şeklen satış olarak gösterilen bu akdin gerçekte satış olmayıp miras hakkına bağlı veya hibe gibi maksada yönelik işlem olduğu iddia ve ispat edilirse önalım hakkının ileri sürülemeyeceği 27.3.1957 gün ve 12/2 sayılı İçtihadı Birleştirme Kararı'nda açıkça belirtilmiştir. Davalı her ne kadar söz konusu payın tapuda sat"
"52005800","Yargıtay","Ceza Genel Kurulu","2012/1232","2013/106","26.03.2013","cgk","usul_hukuk","y2010_2019","0.862","0.847","0.815","0.95","İzlenen suç ve ceza politikasının gereği olarak failin fiili işlediği sırada henüz on iki yaşını bitirmemiş olması kusurluluğu mutlak surette ortadan kaldıran bir neden olarak kabul edilmiştir. İşlediği fiilin hukuk&icirc; anlam ve sonuçlarını algılama ve bu fiille ilgili olarak davranışlarını yönlendirme yeteneğinin varlığı h&acirc;linde, bu kişiler hakkında suç, ağırlaştırılmış müebbet hapis cezasını gerektirdiği takdirde on iki yıldan on beş yıla; müebbet hapis cezasını ge"
"77280600","Yargıtay","Hukuk Genel Kurulu","2011/505","2011/636","19.10.2011","hgk","ticaret","y2010_2019","0.861","0.798","0.84","0.95","Hukuk Genel Kurulu'nda yapılan görüşmeler sırasında, ticari alım satımların garanti belgesinin olup olmayacağı tartışılmış, yukarıdaki ilkeye paralel olarak, kural olarak, 4077 sayılı Kanun'a göre garanti belgesindeki hükümlerin uygulanamayacağı ancak, genel hükümlere göre (Borçlar Kanunu ve Türk Ticaret Kanunu) ticari alım satımlarda da garanti sözleşmesinin uygulanacağı çoğunluk tarafından benimsemiştir. Dosya içerisinde bulunan garanti belgesinin 4077 sayılı Tüketicinin Ko"
"17103700","Yargıtay","Hukuk Genel Kurulu","2011/104","2011/239","27.04.2011","hgk","icra_iflas","y2010_2019","0.86","0.772","0.852","0.95","818 sayılı Borçlar Kanunu (BK)'na göre haksız fiil sorumluluğu, kural olarak failin (zarar verenin) kusurlu olmasına bağlıdır. Borçlar Kanunumuzda, genel kural olarak kusura dayanan haksız fiil sorumluğu 41."
"77043700","Yargıtay","Hukuk Genel Kurulu","2011/283","2011/333","18.05.2011","hgk","usul_hukuk","y2010_2019","0.86","0.762","0.859","0.95","Hakim, bu davalarda kanun, içtihadı birleştirme kararları ve Yargıtay içtihatları ile belli edilen yöntemlere uygun olarak kira parasının tespiti yoluna gitmek zorundadır. Uygulamada birliği sağlamak için 2/4 sayılı ve 18.11.1964 günlü Yargıtay içtihadı Birleştirme Kararı ile kanunda boşluk bulunduğu temelinden hareketle yeni dönemde aktin kira parasına ilişkin hükmünün yenilenmeyerek kirası belli olmayan bir akit haline geldiği benimsenmiş ve kira parasının sınırlandırılması"
"77283000","Yargıtay","Hukuk Genel Kurulu","2011/608","2011/649","19.10.2011","hgk","is_sgk","y2010_2019","0.859","0.84","0.809","0.95","Buna göre, eksik harç ve giderlerin tamamlanması istemiyle düzenlenen muhtırada yapılması gerekli işlemin ne olduğunun açıkça ve ilgili tarafın yanılmasına neden olmayacak şekilde gösterilmesi; buna yönelik olarak ikmal edilecek harç veya giderin miktarının; yatırılma mercii ve süresinin; yedi günlük sürenin kesin olduğu hususunun ve bunların yapılmamasının sonuçlarının net bir şekilde anlatılması gerekir. Yerel mahkemece, hizmet cetvelinde belirtilen işe giriş ve çıkış tarih"
"86664100","Yargıtay","Hukuk Genel Kurulu","2012/1567","2013/579","24.04.2013","hgk","aile","y2010_2019","0.858","0.835","0.809","0.95","Madde eşlerin aile konutlarıyla ilgili hukukî işlemlerde eşlerin serbestliği ilkesine istisna getirmiş ve böylece aile konutu ile ilgili bazı hukukî işlemlerin diğer eşin rızasına bağlı olduğu kabul edilmiştir. Mahkemece, “davanın kabulüne” dair verilen ilk karar; Özel Daire’ce “ipoteğin kaldırılmasına ilişkin isteklerin nispi harca tabi olduğu, yargı işlemlerinden alınacak harçlar ödenmedikçe müteakip işlemlerin yapılamayacağına” işaretle bozulmuş; Yerel Mahkemece bozma kara"
"465101200","Yargıtay","Ceza Genel Kurulu","2013/22","2013/270","28.05.2013","cgk","ceza_genel","y2010_2019","0.858","0.922","0.759","0.95","İhtisas Kurulunun raporun da; katılanın hayati tehlike geçirmeyecek, basit bir tıbbi müdahale ile giderilemeyecek nitelikte ve vücutta kemik kırıklarının hayat fonksiyonlarına etkisi (ağır) 4. falanksta kırık şeklinde olduğu, buna göre yaralanmanın kişinin yaşamını tehlikeye sokmadığı, basit nitelikte olmadığı, kırıkların hayat fonksiyonlarına etkisinin 2."
"465108700","Yargıtay","Ceza Genel Kurulu","2013/238","2013/271","28.05.2013","cgk","usul_hukuk","y2010_2019","0.858","0.835","0.809","0.95","maddesinde, katılma isteği reddedilmiş veya karara bağlanmamış olanların kanun yollarına başvuru hakkı bulunduğu belirtilerek, böyle bir başvuru halinde, ilk derece mahkemesinde ileri sürülüp reddolunan veya karara bağlanmayan katılma isteklerinin kanun yolu başvurusunda açıkça belirtilmesi halinde inceleme merciince incelenip karara bağlanacağı kabul edilmiştir. madde bütünlüğü altında kabul edilmiş bulunduğundan, kanun yolu ibaresinin temyiz incelemesini de kapsadığını kabu"
"77644600","Yargıtay","Hukuk Genel Kurulu","2012/1192","2012/1208","12.12.2013","hgk","is_sgk","y2010_2019","0.857","0.796","0.83","0.95","6100 sayılı Hukuk Muhakemeleri Kanunu'nun delil ikamesi için avans başlıklı 324 maddesinde ise "" (1) Taraflardan her biri ikamesini talep ettiği delil için mahkemece belirlenen avansı, verilen kesin süre içinde yatırmak zorundadır. maddesinde; 
""(1) Davacı, yargılama harçları ile her yıl Adalet Bakanlığınca çıkarılacak gider avansı tarifesinde belirlenecek olan tutarı, dava açarken mahkeme veznesine yatırmak zorundadır."
"76680600","Yargıtay","Hukuk Genel Kurulu","2009/578","2010/37","27.01.2010","hgk","is_sgk","y2010_2019","0.857","0.777","0.84","0.95","Hizmet tespiti davalarının kamu düzenini ilgilendirdiği, Yargıtay uygulamalarından ve öğretide duraksamaya yer vermeyecek kesinlikte kabul edilmiştir. Vekili; müvekkilinin 01.03.1992 tarihinden 31.03.1992 tarihine kadar davalı işveren H.A 'nın (Hazar İnşaat) yanında çalıştığını, 04.03.1992 tarihinde, SSK'ya işe giriş bildirgesi verildiğini, ücret bordrosu düzenlendiğini, primlerin tahsil edildiğini, SSK kayıtlarında bu çalışmasının görünmediğini belirterek, müvekkillinin 01.0"
"77590900","Yargıtay","Hukuk Genel Kurulu","2013/324","2013/1570","13.11.2013","hgk","is_sgk","y2010_2019","0.857","0.8","0.828","0.95","Nitekim, mülga 3008 sayılı İş Kanunu'nun 2/B maddesinde ""yılın herhangi bir devresinde tam veya fazla faaliyette bulunup, öteki devrede tümüyle faaliyette kalan veyahut faaliyetini azaltan işyeri"" mevsimlik işyeri olarak kabul edilmiştir. Öte yandan, Yıllık Ücretli İzin Yönetmeliği'nin 12.maddesi; ""4857 sayılı İş Kanununun 53.maddesinin 3.fıkrasında sözü geçen ve nitelikleri yönünden bir yıldan az süren mevsim veya kampanya işlerinin yürütüldüğü işyerlerinde devamlı olarak ça"
"77242400","Yargıtay","Hukuk Genel Kurulu","2011/499","2011/557","28.09.2011","hgk","ticaret","y2010_2019","0.857","0.834","0.809","0.95","Bütün bu hükümler birlikte değerlendirildiğinde görülmektedir ki; 
2918 sayılı Karayolları Trafik Kanunu (KTK)'nun 2.maddesinde hiçbir ayrık durum gösterilmeden kural olarak; bu Kanunun, karayollarında meydana gelen trafik olaylarında uygulanacağı belirtildikten sonra, bu kural biraz daha genişletilerek aynı maddenin (a) ve (b) fıkralarındaki durumlarda da uygulanabileceği öngörülmüş; karayolu tanımına girmediği halde genel trafiğin kullanımına açık olan yerler ""karayolu gibi"
"87579100","Yargıtay","Hukuk Genel Kurulu","2013/1152","2013/1472","23.10.2013","hgk","usul_hukuk","y2010_2019","0.857","0.814","0.821","0.95","Kural olarak dava şartı noksanlığını tespit edilmesi halinde davanın usulden reddine karar verilmesi asıl ise de, dava şartı noksanlığının giderilmesi mümkün ise bunun tamamlanması için kesin süre verilmesi, verilen bu süre içinde dava şartı noksanlığı giderilmemişse davanın dava şartı yokluğu sebebiyle usulden reddedilmesi gerekir. 6100 sayılı HMK’nun 46 ve devamı maddelerinde hakimin hukuki sorumluluğu düzenlenmiş, söz konusu davaların ancak devlet aleyhine açılabileceği; a"
"88344200","Yargıtay","Hukuk Genel Kurulu","2013/603","2013/1503","30.10.2013","hgk","miras","y2010_2019","0.856","0.783","0.834","0.95","Hukuk Genel Kurulu’ndaki görüşme sırasında, işin esasının incelenmesinden önce, dava dilekçesinde, imar öncesi 3242 parselden bahsedildiği, Özel Daire bozma ilamında ise, dava konusu edilmeyen imarla oluşan 5 parsel sayılı taşınmazla ilgili hukuki nitelendirme yapılmış bulunması karşısında davacıların davasının hangi parsel hakkında olduğu, sonucuna göre davacının aktif dava ehliyeti önsorun olarak tartışılmıştır. İkinci önsorun olarak; 11.06.2013 günlü resmi gazete yayınlana"
"76989700","Yargıtay","Hukuk Genel Kurulu","2011/50","2011/231","27.04.2011","hgk","usul_hukuk","y2010_2019","0.856","0.742","0.859","0.95","Öncelikle, Ceza mahkemesi kararlarının hukuk davasına etkisi, eş söyleyişle;ceza mahkemesinin hangi kararlarının hukuk mahkemelerini bağlayacağı konusu üzerinde durulmasında yarar vardır:
Ceza mahkemesi kararlarının hukuk mahkemesine (davasına) etkisi, hukukumuzda Borçlar Kanunu'nun 53.maddesinde düzenlenmiş olup; hukuk hakimi, ceza mahkemesinin kesinleşmiş kararları karşısında ilke olarak bağımsız kılınmıştır. M...vekilinin bozma ilamının (1) nolu bendinde yer alan bozma ned"
"86217300","Yargıtay","Hukuk Genel Kurulu","2012/1047","2013/395","27.03.2013","hgk","is_sgk","y2010_2019","0.856","0.83","0.809","0.95","Yerel mahkemece, baba Abdullah'ın emekli olması nedeni ile maddi tazminat isteminin reddine, anne Emine'nin ise ev hanımı olduğu, geliri bulunmadığı, ölen çocuğunun desteğinden ölümüne kadar fiilen, sürekli olarak yararlandığı ve desteğine ihtiyacı olduğu gerekçesi ile maddi tazminat isteminin kısmen kabulüne karar verilmiştir. Bu tazminatın amacı, ölüm olayı olmasaydı ölenin yardımda bulunduğu kimselere yardımda bulunmaya devam edeceğinin düşünülmesi ve ölüm olayının bu süre"
"77515000","Yargıtay","Hukuk Genel Kurulu","2012/1478","2013/788","29.05.2013","hgk","is_sgk","y2010_2019","0.855","0.768","0.84","0.95","ve tarım kesimine yönelik faaliyette bulunan milli bankaların kayıtlarının esas alınacağı kabul edilmiştir. Davalı Sosyal Güvenlik Kurumu (SGK) vekili cevap dilekçesinde özetle, 2926 sayılı Kanun uyarınca aile reisi olmayan kadınların 02.08.2003 tarihinden önce tevkifata dayalı olarak tescillerinin mümkün olmadığını ve 2926 sayılı Kanunun geriye dönük tespite imkan tanımadığını, 6111 sayılı Kanunun yürürlük tarihinde kesinleşmiş prim borcu bulunmayan davacının anılan Kanundan"
"76977800","Yargıtay","Hukuk Genel Kurulu","2010/478","2010/527","20.10.2010","hgk","esya_tapu","y2010_2019","0.854","0.848","0.793","0.95","Öncelikle, eldeki davaya kadar olan gelişmelerin ve eldeki dosya içeriğinin açıklanmasında yarar vardır: 
Çekişme konusu 235,eski 236 ve eski 237 parsel sayılı taşınmazlar 1942 yılında 3116 sayılı yasa uyarınca yapılan orman tahdidi sırasında Ballıca Devlet Ormanı tahdit sınırları içerisine alınmış; bu orman kadastrosu işlemine karşı davalının bayiinin murisi tapu maliki A....Z...D.... tarafından Orman İdaresine karşı, Kasım 1932 Tarih 13-32 nolu tapulara dayalı olarak açılan"
"435826100","Yargıtay","Büyük Genel Kurulu","2016/4","2016/4","13.05.2016","yibk","ticaret","y2010_2019","0.853","0.894","0.721","1","Bundan başka kanunda belirtilmemiş olmasına rağmen, hâkimin kasten hukuka aykırı karar vermesi gerekir ki davacı tarafın eldeki davada ihbar edilen hakimlerin kasten hukuka aykırı karar verdiklerine dair bir delil ileri sürmediği gibi eldeki deliller ile de ispat edilememiştir. maddesinin (a) bendine göre hakimin sorumlu tutulabilmesi için; 
Kanunumuz burada hâkimin taraflardan birini kayırma veya taraf tutma yahut taraflardan birine olan kin veya düşmanlık sebebiyle hukuka a"
"77480200","Yargıtay","Hukuk Genel Kurulu","2013/236","2013/1750","25.12.2013","hgk","is_sgk","y2010_2019","0.853","0.795","0.821","0.95","maddesinde öngörülen ""hizmet tespiti"" davasına koşut bir düzenlemeye yer verilmemesi nedeniyle, kural olarak 2926 sayılı Kanun ile sigortalıların hak ve yükümlülüklerinin kayıt ve tescil edildikleri tarihi takiben başlayacağının hükme bağlanmış olması karşısında, kayıt ve tescil ya da tescil yerine geçen iradi prim ödemesi veya prim tevkifatı ile birlikte devam eden tarımsal faaliyete dayalı tarım Bağ-Kur sigortalılığının tespiti söz konusu olamayacaktır. madde kapsamında ürü"
"86483200","Yargıtay","Hukuk Genel Kurulu","2012/1069","2013/379","20.03.2013","hgk","is_sgk","y2010_2019","0.851","0.86","0.778","0.95","Kural olarak aracın trafik sicilinde adına kayıtlı olduğu kişi, yani araç sahibi, aracı kendi hesabına ve kendisine ait olmak üzere kullanıyor, üzerinde çıkar sağlıyorsa; hem şekli hem de maddi anlamda işleten sıfatını alacaktır. 2002/141 K.; 24.03.2004 gün ve 2004/10-165 E., 2004/171 K.; sayılı kararlarında da aynı ilke benimsenmiştir."
"77553100","Yargıtay","Ceza Genel Kurulu","2012/1313","2013/521","26.11.2013","cgk","ceza_genel","y2010_2019","0.851","0.805","0.809","0.95","Maddenin birinci fıkrasının (e) bendindeki hırsızlık suçunun oluşması için; adet, tahsis veya kullanımları gereği açıkta bırakılan eşyanın çalınması gerekmekte olup, bu bölüme ilişkin madde gerekçesinde de; ""fıkranın (e) bendinde, &acirc;det veya tahsis ve kullanım gereği açığa bırakılmış olan eşya hakkında hırsızlık suçunun işlenmesi, bir nitelikli unsur olarak kabul edilmiştir. Herkesin girebileceği yerden, cadde, sokak, pazar yeri veya meydan gibi hiçbir sınırlama, engel o"
"77453700","Yargıtay","Hukuk Genel Kurulu","2013/431","2013/1705","25.12.2013","hgk","is_sgk","y2010_2019","0.849","0.722","0.852","0.95","Anılan maddenin gerekçesinde de açıklandığı üzere, düzeleme ile hakkın kötüye kullanımının olası uygulamaları engellenmek istenmiş ve bu amacın gerçekleştirilebilmesi için kötüye kullanımın varlığı belirlendiği takdirde ilgiliyi haktan yararlandırmama; hakkın kötüye kullanılması durumunda haksahipliğinin ortadan kalkması ve dolayısıyla gelir veya aylıktan yararlandırılmama yöntemi benimsenmiştir. Buna göre, daha önce sosyal güvenlik kanunlarında yer almayan, boşanılan eşle fi"
